00e841ac3ef2a5bd|Car|0.684631|0.9993350000000001|0.788423|0.9990020000000001
0058e29afd1f0177|Human face|0.3625|0.9984379999999999|0.21093800000000001|0.9984379999999999
0019e7c9ee9bb6f3|Car|0.43261700000000003|0.999023|0.726471|0.9985290000000001
000002b66c9c498e|Person|0.0125|0.19531199999999999|0.14843800000000001|0.5875
000002b66c9c498e|Person|0.025|0.276563|0.714063|0.9484379999999999
000002b66c9c498e|Person|0.151562|0.31093699999999996|0.198437|0.590625
000002b66c9c498e|Person|0.25625|0.429688|0.651563|0.925
000002b66c9c498e|Person|0.257812|0.346875|0.235938|0.385938
000002b66c9c498e|Person|0.320312|0.36875|0.260938|0.328125
000002b66c9c498e|Person|0.4125|0.945312|0.12031199999999999|0.475
00374eeb5921c260|Car|0.07875|0.855625|0.078059|0.860759
01dcfe979a54e6bc|Person|0.0|0.999375|0.43083299999999997|0.999167
014e437b3c9c751c|Car|0.0|0.266106|0.394375|0.63
014e437b3c9c751c|Car|0.0|0.999066|0.0|0.999375
014e437b3c9c751c|Car|0.0|0.999066|0.313125|0.750625
014e437b3c9c751c|Car|0.288515|0.35014|0.47625|0.516875
014e437b3c9c751c|Car|0.326797|0.544351|0.45375|0.619375
014e437b3c9c751c|Car|0.492997|0.999066|0.385625|0.8075
017e5fdc9da3a596|Human face|0.948125|0.9875|0.625225|0.669369
008afe44e47d1838|Person|0.6775|0.82625|0.565833|0.889167
0297a9e0b2edd0a2|Person|0.395625|0.4125|0.689558|0.736595
0297a9e0b2edd0a2|Person|0.41125|0.42|0.6876760000000001|0.7243649999999999
0297a9e0b2edd0a2|Person|0.41875|0.429375|0.689558|0.7328319999999999
0297a9e0b2edd0a2|Person|0.448125|0.5325|0.686736|0.915334
0297a9e0b2edd0a2|Person|0.515|0.534375|0.689558|0.764817
0297a9e0b2edd0a2|Person|0.530625|0.544375|0.683913|0.766698
0297a9e0b2edd0a2|Person|0.535625|0.56|0.6857949999999999|0.766698
0297a9e0b2edd0a2|Person|0.5675|0.578125|0.689558|0.7243649999999999
0297a9e0b2edd0a2|Person|0.57375|0.589375|0.683913|0.728128
0297a9e0b2edd0a2|Person|0.586875|0.60375|0.6942619999999999|0.753528
0297a9e0b2edd0a2|Person|0.591875|0.615|0.6876760000000001|0.7572909999999999
0297a9e0b2edd0a2|Person|0.629375|0.645625|0.6801510000000001|0.7206020000000001
0297a9e0b2edd0a2|Person|0.644375|0.65625|0.682032|0.709313
0297a9e0b2edd0a2|Person|0.6625|0.67375|0.6801510000000001|0.722484
0297a9e0b2edd0a2|Person|0.695625|0.71875|0.670743|0.771402
0297a9e0b2edd0a2|Person|0.71875|0.75875|0.676388|0.714958
0297a9e0b2edd0a2|Person|0.76|0.77875|0.676388|0.747883
0297a9e0b2edd0a2|Person|0.775|0.789375|0.6942619999999999|0.746002
0297a9e0b2edd0a2|Person|0.786875|0.806875|0.683913|0.751646
0297a9e0b2edd0a2|Person|0.804375|0.8275|0.676388|0.753528
0297a9e0b2edd0a2|Person|0.83125|0.86|0.668862|0.716839
0297a9e0b2edd0a2|Person|0.858125|0.87|0.676388|0.718721
0297a9e0b2edd0a2|Person|0.8675|0.88125|0.670743|0.7243649999999999
0297a9e0b2edd0a2|Person|0.886875|0.915|0.668862|0.711195
0297a9e0b2edd0a2|Person|0.909375|0.92375|0.672625|0.7206020000000001
0297a9e0b2edd0a2|Person|0.9225|0.93375|0.668862|0.7243649999999999
0297a9e0b2edd0a2|Person|0.938125|0.948125|0.670743|0.7017869999999999
0297a9e0b2edd0a2|Person|0.948125|0.956875|0.670743|0.714958
0297a9e0b2edd0a2|Person|0.96625|0.97625|0.665099|0.7017869999999999
0297a9e0b2edd0a2|Person|0.9775|0.999375|0.665099|0.70555
0297a9e0b2edd0a2|Person|0.98125|0.991875|0.670743|0.716839
000abe5eddc5b303|Person|0.1475|0.2175|0.686667|0.8466670000000001
000abe5eddc5b303|Person|0.339375|0.42125|0.578889|0.758889
00bea4f0057371f6|Person|0.7825|0.795833|0.81875|0.84625
00bea4f0057371f6|Person|0.864167|0.946667|0.745625|0.895625
00bea4f0057371f6|Person|0.885|0.9033329999999999|0.523125|0.550625
00bea4f0057371f6|Person|0.91|0.928333|0.528125|0.555625
00bea4f0057371f6|Person|0.935|0.948333|0.489375|0.540625
00bea4f0057371f6|Person|0.96|0.991667|0.569375|0.60875
026820f9ee16c98e|Person|0.809375|0.82625|0.675|0.745
026820f9ee16c98e|Person|0.85625|0.89875|0.6575|0.764167
026820f9ee16c98e|Person|0.86|0.87125|0.678333|0.7025
026820f9ee16c98e|Person|0.895625|0.929375|0.664167|0.7575
026820f9ee16c98e|Person|0.898125|0.928125|0.650833|0.7675
026820f9ee16c98e|Person|0.924375|0.95625|0.704167|0.765833
026820f9ee16c98e|Person|0.960625|0.985|0.664167|0.759167
011acdc917c3b142|Person|0.14|0.20125|0.388577|0.490637
011acdc917c3b142|Person|0.1525|0.268125|0.446629|0.719101
011acdc917c3b142|Person|0.1975|0.269375|0.392322|0.525281
011acdc917c3b142|Person|0.206875|0.265625|0.347378|0.45131099999999996
011acdc917c3b142|Person|0.265625|0.34|0.392322|0.634831
011acdc917c3b142|Person|0.33125|0.37875|0.289326|0.395131
011acdc917c3b142|Person|0.335|0.47|0.470974|0.692884
011acdc917c3b142|Person|0.34125|0.40125|0.358614|0.566479
011acdc917c3b142|Person|0.396875|0.441875|0.279963|0.37546799999999997
011acdc917c3b142|Person|0.445625|0.52875|0.308052|0.463483
011acdc917c3b142|Person|0.445625|0.63|0.491573|0.794944
011acdc917c3b142|Person|0.448125|0.495625|0.275281|0.398876
011acdc917c3b142|Person|0.455625|0.52625|0.40824|0.594569
011acdc917c3b142|Person|0.51875|0.57625|0.364232|0.475655
011acdc917c3b142|Person|0.525|0.585|0.410112|0.552434
011acdc917c3b142|Person|0.53625|0.595625|0.26779000000000003|0.384831
011acdc917c3b142|Person|0.558125|0.649375|0.450375|0.56367
011acdc917c3b142|Person|0.5825|0.64125|0.370787|0.46816499999999994
011acdc917c3b142|Person|0.59875|0.781875|0.357678|0.765918
011acdc917c3b142|Person|0.604375|0.645625|0.293071|0.372659
011acdc917c3b142|Person|0.618125|0.705625|0.490637|0.66573
011acdc917c3b142|Person|0.625|0.791875|0.7397|0.999064
011acdc917c3b142|Person|0.6275|0.659375|0.32209699999999997|0.45318400000000003
011acdc917c3b142|Person|0.669375|0.704375|0.287453|0.354869
011acdc917c3b142|Person|0.696875|0.73875|0.338015|0.42603
011acdc917c3b142|Person|0.73125|0.7875|0.38108600000000004|0.485019
011acdc917c3b142|Person|0.759375|0.811875|0.338951|0.427903
011acdc917c3b142|Person|0.763125|0.8275|0.43913900000000006|0.546816
011acdc917c3b142|Person|0.77875|0.821875|0.287453|0.358614
01af25e96aaa0356|Person|0.195625|0.2675|0.41088199999999997|0.5759850000000001
01af25e96aaa0356|Person|0.445625|0.506875|0.456848|0.6031890000000001
01af25e96aaa0356|Person|0.77875|0.865625|0.407129|0.695122
020ca68b718ee518|Human face|0.738125|0.7525|0.337534|0.36093600000000003
020ca68b718ee518|Human face|0.7625|0.80375|0.357336|0.422142
02c10355fb25c072|Person|0.227865|0.296224|0.31445300000000004|0.404948
02c10355fb25c072|Person|0.6985680000000001|0.734375|0.328125|0.369141
03292ba534ba377b|Person|0.213125|0.4|0.340803|0.999066
03292ba534ba377b|Person|0.375625|0.486875|0.37535|0.999066
0058e3900919d095|Human face|0.28268000000000004|0.666667|0.130719|0.584967
0019edb653711193|Cat|0.16125|0.784375|0.20777800000000002|0.8422219999999999
01dd21053307de4c|Human face|0.355|0.63|0.076208|0.638476
00e847daf21b5eff|Human face|0.5575|0.625625|0.087778|0.213333
003756559a6ebaee|Human face|0.38375|0.87|0.0|0.9549719999999999
00e847daf21b5eff|Human face|0.943125|0.990625|0.258889|0.34777800000000003
00e847daf21b5eff|Car|0.37|0.526875|0.12|0.317778
023c2b2018681ae0|Person|0.16625|0.184375|0.453096|0.5300189999999999
023c2b2018681ae0|Person|0.205|0.22|0.4606|0.5243899999999999
023c2b2018681ae0|Person|0.236875|0.2625|0.44559099999999996|0.531895
023c2b2018681ae0|Person|0.275|0.998125|0.407129|0.964353
02f59dd2026b0505|Car|0.0775|0.1625|0.181733|0.227872
02f59dd2026b0505|Car|0.88|0.999375|0.260829|0.602637
0000048549557964|Car|0.194375|0.32625|0.72|0.758333
